,statement,target,image-path
177,Says ¡°Hugo Chavez¡¯s family still owns¡± Dominion Voting Systems.,0,Pg 67__8_da7efb7b1b670734a3ff6111c2a14e86.jpg
178,¡°These are real to date pictures taken during the Million (MAGA) March 2020.¡±,0,Pg 67__29_8aaa420a2c2b1764b7fe006df527a99f.jpg
179,Photos show children in cages.,0,Pg 75__17_741546c61976bf3d47ef55121dad7f5b.jpeg
180,Says Senate candidate Katie McGinty "made thousands from companies she previously regulated.",1,Pg 20__10_b38e4c9e73ed40465d5427bee408f647.jpg
181,¡°I can send every qualified person to a four-year college in their state for $150 billion.¡±,0,Pg 70__30_6c2e3b3e5f62a929fe782e974fa5fb4e.jpg
182,"""Buffalo protester shoved by Police could be an ANTIFA provocateur. 75 year old Martin Gugino was pushed away after appearing to scan police communications in order to black out the equipment ... Was aiming scanner. Could be a set up?""",0,Pg 85__24_cb64919cc4f7f165249d6eb0b149348f.jpg
183,Says a video proves Pelosi ¡°was planning¡± to rip up President Donald Trump¡¯s State of the Union address ¡°from the start.¡±,0,Pg 96__18_070c1b33f922e5e41e4ec8da7ed40aa4.jpg
184,¡°The Biden administration is engaging in human trafficking because they are enabling this to happen¡± at the southern border.,0,Pg 58__29_875e74fb37dd30740232c020c5fad564.jpg
185,"""In Texas, Republicans passed a law allowing rapists to sue their victims for getting an abortion.""",0,Pg 25__27_ce5ef26965e074e00a794f867d297e35.jpg
186,Falleci¨® el papa em¨¦rito Benedicto XVI.,0,Pg 20__16_25f03938585c56cd35ac9e139f018f81.jpg
187,The U.K. is no longer recommending the Pfizer-BioNTech COVID-19 mRNA vaccine for pregnant women.,0,Pg 16__5_4854892e5171a1e8e1d0018dac014b3d.jpeg
188,The estimated price of President Trump¡¯s border wall is the same as the cost of "one and a half aircraft carriers.",1,Pg 17__3_b1ad4dddc5f4a3e542166c4a6fbbccaa.jpg
189,"""The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.""",1,Pg 29__24_bdcb6104de0f704402ae45939655c026.jpg
190,"""Hillary Clinton¡¯s State Department sent three comedians to India on the ¡®Make Chai, Not War¡¯ tour.""",1,Pg 29__29_78507a383e613bb8ebd4cec33ea17895.JPG
191,U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.,1,Pg 3__27_419e3e9ff54a1fd507e7e6acede962fc.jpg
192,"""Six of the 10 richest counties in the United States surround Washington, D.C.""",1,Pg 27__3_cd72f0f796ee1536e770b96227387d60.JPG
193,"""California is home to the largest death row population?in the Western Hemisphere.""",1,Pg 21__22_fadc6a1318a361933f5a7215c52fed61.jpg
194,"""Brian Kemp wants to investigate and punish women for having miscarriages.""",0,Pg 17__24_4d5893639836f7a1c62558a2b9667125.jpg
195,¡°The gas station where they initially attacked¡± Kyle Rittenhouse ¡°is owned by his grandparents.¡±,0,Pg 40__28_8ac68b8d4384a8a2d726b66c62153c59.jpg
196,California¡¯s registered independent voters ¡°will not be able to vote republican come 2020.¡±,0,Pg 84__29_68166adab656ce2b59d85ef013195259.jpg
197,Georgia residents file the most insurance claims for lightning strikes in the country.,1,Pg 28__29_a335f84fb3a5230c25b4f42adb58a566.jpg
198,Most of Kathy Manning¡¯s donors are from out-of-state.,1,Pg 12__21_e01efdd51b1a00b7620f5ff3f89d50e3.jpg
199,"""It's President Biden who is proposing to cut Medicare Advantage.""",0,Pg 2__30_3a6b7f4e31b9f5ba208c2cf78c1897aa.jpg
200,"¡°New Haven, Conn., had to issue bonds for a bridge after using funds for that bridge to pay for a police misconduct settlement.""",1,Pg 3__15_d236eab66f94a9b7634ca501fb6b3b97.jpg
201,"""You can fill out your tax return in Estonia online in five minutes.""",1,Pg 29__5_10914694b3df789dbd26965c238f7326.jpg
202,"ICE est¨¢ en Uvalde, Texas, ¡°entonces los padres indocumentados tienen que temer la deportaci¨®n antes de verificar si sus hijos est¨¢n vivos"".",0,Pg 23__16_203ee5c96e0bb2a1cfc4d956dc0ff78a.jpg
203,"""Our economy still has three people looking for every job (opening).""",1,Pg 38__27_5e74ade9c24c80ee8947c0f3e49430af.jpg
204,"""Rep. Paul Gosar asks Capitol Police to arrest illegal immigrants attending State of the Union.""",1,Pg 14__26_c4094edf34ced09c4dee2de472cb3b25.jpg
205,The infant formula shortage was purposely created because Mark Zuckerberg and Bill Gates invested in artificial breast milk.,0,Pg 25__14_27579bb1c539d0f0dafabbc4bc90df7f.jpg
206,"""Forty-three million Americans are on food stamps.""",1,Pg 22__7_bd1e827ed1a2407569d213c0721fc763.jpg
207,John Fetterman ¡°is suing for the right to cheat and steal the election.¡±,0,Pg 9__14_f028cc4206b25b0237fdcacbfc9e1270.jpg
208,Actor Tom Holland is ¡°confirmed to have died.¡±,0,Pg 20__8_782311c3c3dda5eabcaae64b903a1c91.jpg
209,"""In 2017, West Virginia¡¯s $43,469 median household income was $16,867 below the national average, ranking 50th.""",1,Pg 11__24_fc183bd552b7a986c6f2431abdfa77b9.jpg
210,"Says Democrats are embracing ¡°abortion up until the moment of birth and even, horrifically, after that.¡±",0,Pg 95__2_021b4c84e1b3ecffb4cd623a8b496699.jpg
211,"""The cost of an automobile, it's kind of back to what it was before the pandemic.""",0,Pg 49__22_4111f909019101c91e110af9abaeeacf.jpg
212,Kyle Rittenhouse was an ¡°armed person¡± crossing state lines when he came to Kenosha protests in 2020.,0,Pg 40__27_1222a4f38dc1dca98e528776eb05a131.jpg
213,"""We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.""",1,Pg 21__28_97de3d994a8084968430a39619639697.jpg
214,President Joe Biden cut ¡°$30 billion to Black colleges and universities.¡±,0,Pg 44__23_ffdcccce5eeaefcadac2d7931ef19ed7.jpg
215,Says his time away from Washington coincides with a "long planned renovation" for the White House.,1,Pg 16__4_c09d1e91c1a3e3f624f2acb25c9b3311.jpg
216,"Before the coronavirus pandemic, the United States had ¡°the greatest economy in the history of our country.¡±",0,Pg 74__18_15fb08d6371b9e2fb8f69737806d7c51.jpg
217,The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,1,Pg 30__26_2d30c6243dbbd419bab9b8710172d910.jpg
218,"If you paid rent in March or April, ¡°they got to give¡± you your money back.",0,Pg 87__20_ed19f9edd78078af05e1004fe698e394.jpg
219,"""ANTIFA is now carrying chain saws, and cutting down utility poles, and starting more fires.""",0,Pg 76__29_6daf61c2c09cfe46a130dc46f65f536a.jpg
220,COVID-19 cases are ¡°up only because of our big number testing.¡±,0,Pg 84__11_0477902d1ba2810061b616484fc0d34f.jpg
221,¡°Joe Exotic tests positive for coronavirus in prison. It¡¯s been confirmed.¡±,0,Pg 91__18_939e20af3cd48cae5ee0824893eec265.jpg
222,"""Clarence Thomas¡¯s wife was one of the organizers of Jan 6th""",0,Pg 37__16_0194eebaf589d841d1af27b53c3bd73c.jpg
223,"Says he requested ¡°10,000 National Guardsmen¡± for his Jan. 6 rally, but Nancy Pelosi ¡°rejected it.¡±",0,Pg 61__9_5a9936ae8a33769e76996961a6c6162c.jpg
224,"""Since 2006 Texas has given $19B in taxpayer subsidies to wind energy companies. Over the past 2-3 years Texas has tripled our dependence on wind energy to 23-25 percent of our energy distribution system.""",0,Pg 59__21_8854636d14b1f3128a39fbd48a264b30.jpg
225,"""There have been zero reported instances of any child born alive after an abortion in Texas.""",1,Pg 10__23_39f137a78c03d92f03f7c56a39b990cd.JPG
226,Says Donald Trump was back on Twitter as of May 2021.,0,Pg 54__18_70f4940d508b18dddd582022486fc67d.jpg
227,Gas prices were "$1.86 when I left" the White House.,0,Pg 39__23_a283ca3ea5f681f81d228dc9221cb6b0.jpg
228,"In 2020, when Raphael Warnock ran a campaign ad featuring himself with a beagle, ¡°that wasn¡¯t his dog.¡±",1,Pg 1__30_0672362e5c4f9f1b3ce7008d5ce7bb87.jpg
229,The Jan. 6 hearing ¡°was abruptly canceled after it was revealed that news networks would not be showing it.¡±,0,Pg 13__4_6738b1affcd0237b1cbdc9b0694efb16.jpg
230,Says Texas ¡°either is near the bottom or at the very bottom when it comes to testing per capita.¡±,1,Pg 6__25_40191b6d768afdba2c61a400c29811f3.jpg
231,"""That¡¯s 5,615 projected coal-powered plants in just 8 countries. The USA has 15 - building 0 more.""",0,Pg 98__7_f80bb13fa29f9377c9e429098f6054be.jpg
232,Claims Ohio Gov. John Kasich says climate change is a problem.,1,Pg 49__28_0a85313a8a50bc4e5d5abfe7ac6a1b9c.jpg
233,Says Donald Trump "thinks stop-and-frisk is fine.",1,Pg 19__1_1547129d3a683cb5bb4ed25fef333ab3.JPG
234,"""40% of the folks who have student loans do not have a college diploma, four-year diploma. These are people who are truck drivers and who are nail technicians and nurses¡¯ aides.¡±",1,Pg 1__20_6023b700fc02bb4e0ffd61a280c9b30d.jpg
235,"""There was no requirement to put in affordable housing.""",1,Pg 14__25_077f6d29e34dba9c8ab6d8918a47f4dd.jpg
236,The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.,1,Pg 42__21_b4bf4fe050a6bd6b1cb04d925e62bbe4.jpg
237,Student loan forgiveness is ¡°passed. I got it passed by a vote or two. And it¡¯s in effect.¡±,0,Pg 11__17_c2c34a584748aff86862f19c72b9a989.jpg
238,"Says transgender residents make up ""about 1-in-300 people, we're all over the place, we're your friends and your neighbors.""",1,Pg 16__6_0d850ef5513fee7403604e295f445227.jpg
239,"""White people control almost 90 percent of the nation's wealth.""",1,Pg 30__11_e6cca216a77f56f6736927eaa2112196.JPG
240,¡°The vast majority of individuals that we¡¯re releasing out are not showing up for hearings.¡±,0,Pg 25__1_0d55536b9182540d3bb6ee28e8115c5e.jpg
241,¡°Wisconsin's archaic abortion ban is older than 20 states.",1,Pg 1__27_0c56c9a33628175814ce2b7a5e1420e5.jpg
242,Says the CDC recommends men shave their beards to protect against coronavirus.,0,Pg 95__3_cd4453faf5d2413b9039b2e9f1703965.jpg
243,"""Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.""",1,Pg 34__2_68072c31fa95c77fdfd2a139eb9e9a33.jpg
244,"""More people are struck by lightning than commit in-person voter fraud"" by impersonation.",1,Pg 24__6_fa4a05a070d143a0d759f740fa808d6c.jpg
245,"""The House of Representatives just voted 300-131 to remove ¡®country-of-origin labeling¡¯ on chicken, pork, and beef sold in the U.S.""",1,Pg 28__18_5f0dffdfff8b8be5b2b038516f3ef78f.jpg
246,Rhode Island's legislature is "the strongest in the country.",1,Pg 32__18_ca4ec2d9361283d1225ed9cdf34f7d69.jpg
247,Says Kamala Harris and other Democratic senators ¡°voted to let babies scream until they die if born alive.¡±,0,Pg 78__5_067e4a1d4f21929092831d538153bbd2.jpg
248,"¡°70% of Americans don't believe a word the mainstream media puts out,¡± so ¡°everyone who thinks Biden won are only 30% of the population.¡±",0,Pg 57__10_8f441f414a5c46e4129fbfb3b8b1ee2c.jpg
249,"""It takes quite a while on Election Day to load those ballots, which is why we have the 1 a.m. or 3 a.m. ballot dumping in Milwaukee.""",1,Pg 4__20_26f6db8f1757a868048965a01cf62b66.jpg
250,"""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""",1,Pg 36__3_d2a61ab3bfa175b2e2f416a502527bf7.jpg
251,New York has "among the highest tax burdens of any state in the nation",1,Pg 14__5_e0e730c802b0e6e9be64b4851360faf1.jpg
252,¡°This is the California model spreading across the country. When you need to flip things blue there¡¯s always some mysterious mail-in ballots lying around that¡¯ll do the trick. Shameful!¡±,0,Pg 69__22_de91f754808f6c8e2e06d2425f3f02eb.jpg
253,"Video shows Marjorie Taylor Greene planted pipe bombs at Republican and Democratic party headquarters on Jan. 5, 2021.",0,Pg 10__24_bab13dd03e06d56638b731b7caed0fc2.jpg
254,"""Texas has lost the most law enforcement officers in the line of duty of any state in America.""",1,Pg 20__24_2738c03f208254e5f03c9aa31ddd0bca.jpg
255,"¡°Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",0,Pg 75__19_12c85ed6a3267c556ac759e7769253b8.jpg
256,"""There¡¯s no money"" for Planned Parenthood in the bill that would keep the government open.",1,Pg 27__2_23b59aed7ca0e57e91364ec127f90cf0.jpg
257,Says this crowd video shows the ongoing protests in Cuba.,0,Pg 50__29_b76f4e51c3946afa34aceef389bdd1f5.jpeg
258,Videos show President Donald Trump saying ¡°I can¡¯t breathe.¡±,0,Pg 85__27_2dbb8a65f041de897bd5e2b573071af3.jpg
259,"Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 ¡°just a seasonal flu.¡±",0,Pg 34__25_aac8a900d51cda2b2c84d9d749689af7.jpeg
260,"""How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6.""",1,Pg 16__20_24720eaca3c4d7222f72c2a6d8392d4a.JPG
261,"Following protests in Grand Rapids, Michigan, in 2020, Democratic U.S. House candidate Hillary Scholten ""dismissed the destruction and praised the rioters.""",0,Pg 15__6_148f9cbd8958fd93145ea3f43405fcf6.jfif
262,"""Black Lives Matter is a terrorist organization.""",0,Pg 81__13_213cf4d0bb0e936d406f923860b44b97.jpg
263,Says it¡¯s illegal to hold an absentee-only election or mail ballots to every registered voter,1,Pg 6__23_feba171aeef0f2dd7c48c107bc0c2dd5.jpg
264,"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.",1,Pg 38__12_bbd469e3e423ea0a855a247f13f301d6.jpg
265,An image shows the Blue Angels performing a maneuver called the ¡°Hand of God.¡±,0,Pg 54__20_7ed666672722defe597a9f0d97258e41.jpg
266,"""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election.",1,Pg 17__23_9226791b63867247c3fec0f9d4bfffb3.jpeg
267,About New York state: "We have the highest debt per capita.",1,Pg 14__21_045a9bb15b1a2aa5780070454b74935f.JPG
268,The Electronic Registration Information Center is ¡°a system that¡¯s funded by George Soros.¡±,0,Pg 12__16_f3a985db649b06812c9eb3ec88cb4f77.jpg
269,"""Since 2008, we have cut 5,000 positions"" from Virginia public schools.",1,Pg 26__4_b1b336d10c17bc8d7407d58085aa2344.JPG
270,"The FBI raided a ¡°Cleveland office linked to Ukraine. Biden, Pelosi, Kerry and Romney all had sons getting tens of millions of dollars from no-show jobs in Ukraine.¡±",0,Pg 80__3_1a67117d8cb134ec9c542ed31c1ebb57.jpg
271,"¡°The (COVID-19) cases are going up, but it's because the testing is going up.¡±",0,Pg 83__23_938e4ff2115ad7bddad195932aef3735.jpg
272,"¡°... in 2013 Obama determined Social Security would not send checks through the USPS, because it was not secure¡±",0,Pg 78__14_d0f13a5c95817090f4e90f3c7614743c.jpg
273,"""This election actually was not unusually close.""",1,Pg 4__25_e0edef39eafbb228beb6092fd22e88c3.jpg
274,"Says George Floyd¡¯s criminal history includes ¡°23 arrests,¡± ¡°3 car thefts¡± and many violent crimes.",0,Pg 49__13_9e7e0cdc99934220ae7d42d7289f9a3d.jpg
275,"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.",1,Pg 31__18_e2654b33deaada53bd107b4d753df0a3.jpg
276,Says Kamala Harris inaccurately ¡°claimed to be bussed in the 60¡¯s due to segregation type issues.¡±,0,Pg 79__9_35ce4d930765d41ebf9815a3ff6dca55.jpeg
277,"""New data shows that death is proportional to dose"" for COVID-19.",0,Pg 44__26_0488b21065265f7cb2128a46d74a1aa7.jpg
278,Texas spends "more per day to house an inmate than we do on a student.",1,Pg 19__5_142d5ca55c7a4a488b0e454be1dbb655.jpg
279,"""Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company,"" that paid his son Hunter.",0,Pg 96__29_cfb45630a6a6d325727bde01767c31fc.jpg
280,Says he was known as "Veto Corleone" for cutting spending as Florida governor.,1,Pg 29__13_89f3031bbf0071d4e4ff977f265ac46c.JPG
281,"""Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.""",1,Pg 51__1_d50ce7954589fd8d777fd78eb8dfe340.jpg
282,Michelle Obama earned a doctorate after leaving the White House.,0,Pg 63__8_323d7f2dd3530b897b36e3e0ac0b34f6.jpg
283,"Says ""by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.""",1,Pg 37__16_5000fa514a875103d3f157943f99dada.jpg
284,"""This year, the overwhelming majority of new jobs are part time.""",1,Pg 41__22_d0a0530ec3cfe7340f003674beff35ce.jpg
285,Says an image shows a satellite view of fires in Australia.,0,Pg 98__27_e4b23d3f8066cc6bcf7d45f6424248cc.jpg
286,¡°Gas prices are down back to where they were before Russia invaded Ukraine.¡±,1,Pg 1__10_73387d480032fce18f9e0ab6509731b4.jpg
287,"""Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.""",1,Pg 62__25_2aa8432e5c417c479e115f67587442a5.JPG
